username,review,nilai,sentimen
Jeje,"saya mahasiswa, sering bgt pp. trus melihat pengumuman mengenai pembelian tiket hny bisa dilakukan di kai access, saya sedih. karena banyak sekali penumpang manula dan orang yg hpnya mungkin tidak bisa mendownload aps ini, jadi kerepotan saat harus membeli 3 jam sebelum keberangkatan. mohon di dispen mengenai kebijakan ini. kasian sekali mereka..",2,negatif
A.M Oossoop,Masa cek keberangkatan dari jogja - Jakarta ga ada sih. Padahal kurang dari 30 hari loh. Jangankan H-30 yg hari H nya aja ga ada keberangkatan. Coba gimana ini? Tolong dibantu jelaskan,1,negatif
eva apriliani,"Mau pesen tiket tapi ngga bisa. Gimana ini, mau login ke akun yg sudah di verifikasi kok ngga bisa? Ada tulisan ""Anda offline"" padahal sinyal bagus dan terhbung ke wifi juga? Kenapa bisa offline?",2,negatif
bomzbomz hariadiz,Good,5,positif
Sri Handayaningseh,Maaf ini kenapa ya saya akses akun saya g bisa2??? Udah reset password tetep aja g bisa log in.... tolong donk...,1,negatif
Rudi Ahmadi,Ok,4,positif
ratih widorukmi,Mudah cepat,5,positif
AlmuhtarsodiQ Muhadi,Mantab,4,positif
Ayue Ani,"Sebenarnya bagus,sayang nya kebijakan pemesanan tidak dilihat juga dari sisi pengguna contohnya kakek2/nenek2 yang sering berpergian sendiri dg KA lokal dan belum tentu memegang hape android dan hanya memegang hape jadul,karena rata2 penumpang KA lokal adalah orang menengah ke bawah dan kebanyakan juga orang yang sudah usia lanjut(karena sering melihat nenek2/kakek2 tidak kebagian tempat duduk) Tolong untuk diperbaiki lagi kebijakan nya",2,negatif
Ayue Ani,"Sebenarnya bagus,sayang nya kebijakan pemesanan tidak dilihat juga dari sisi pengguna contohnya kakek2/nenek2 yang sering berpergian sendiri dg KA lokal dan belum tentu memegang hape android dan hanya memegang hape jadul,karena rata2 penumpang KA lokal adalah orang menengah ke bawah dan kebanyakan juga orang yang sudah usia lanjut(karena sering melihat nenek2/kakek2 tidak kebagian tempat duduk) Tolong untuk diperbaiki lagi kebijakan nya",2,negatif
affandi ardha,"Mulai kemarin 2 September 2019 sampai hari ini KAI ACCESS error, waktu pembayaran tidak ada tampilan apapun. Mohon pencerahannya?",4,negatif
Dani Dwiyantoro,"Update aplikasi yang baru saya tidak bisa menambahkan perjalanan ke mytrip dari tiket yang dibeli dichannel selain kai acces, pada saat akan menambahkan e ticket tidak masuk kedalam list mytrip...",4,negatif
Abang Jagau,"Pertama : Agar kiranya bisa edit nomor HP dan email, jika nantinya nomor hilang ada solusinya... Kedua : kiranya bisa dikasih jeda waktu untuk booking terlebih dahulu. Ketiga : sudah sangat membantu dlm pelayanan pembelian tiket online.",4,negatif
Subarnas 1905,Setelah update hari ni. Kai acces bkin jengkel. Cari tiket yogyakarta purwokerto untk tanggal 3 sep 2019 . Bnyak tiket tidak tersedia. Padahl bnyak. Dan saya cek ditnggal berikutnya smpe tgl 30 sep. Tp ttp tidak tersedia. Sya uninstal dan sya instal ulang aplikasinya masih ttp sma. Sya cek rute lain pun masih ttp sma. Ni mau bagaimna sih sebenrnya. Ksni bukan makin baik malah makin makin. Mohon segera perbaiki hal.sperti ni krna sya mau pesen dan cek jadwal jadi susah. Masa kalah sm traveloka.,2,negatif
Kris Wanto,Bagaimana cara mengganti no hp di akun?,4,netral
Nana Riana,Belum.pernah coba dg kai access,3,negatif
Yostora Afri Yuma,"Hari ini tgl 2 Sept 2019 knapa setiap mau cari kereta selalu "" data tidak ditemukan "". Apa lg eror apa gmana?",4,negatif
nurul hidayati,Mau pesan malah suruh daftar udah beberapa kali daftar masih sama,1,negatif
mamik haida,"Saya sangat terbantu dengan aplikasi ini... Tapi akhir"" ini saya Log in gagal terus..gimana ya mohon solusi...email dan pasword sudah sama... Tetep tidak bisa",4,negatif
Putra Bima,👍🏻,5,netral
Neysa Waltz,Aplikasinya eror (loading lama saat mau menampilkan jadwal kereta dan jadwal kereta sering tidak muncul + seperti ada kotak merah di bawah) sejak update terakhir,2,negatif
seno prafitri,Cukup membantu & memudahkan dalam reservasi tiket..kemudian perlu ditingakatkan dlm metode pembayaran perlu ditambah fasilitas M-banking BCA.agar lebih praktis dlm melakukan pembayaran.,4,positif
Aries Setyawan,Membantu sekali,5,positif
Leo Fernando,Mohon maaf untuk PT KAI.... Ini mungkin sangat membantu... Tapi tidak untuk orang awam karana untuk membeli tiket sangat sulit apa lagi menggunakan aplikasi. Mohon di pertimbangkan kembali peraturan ini. Karna saya pribadi juga sering gagal untuk pembelian tiket. Sekian terima kasih,2,negatif
Suparmin Suparmin,Susah pesan tiket dah update. Dah reset hp. Tetap tidak ada data yg ditampilkan. Di update malah tambah kacau. Jelek. Beli tiket lokal. Tambun Kosambi. Tidak berhasil dalam pemesanan atau dalam pembayaran. Dana dilink aja ada 50rban.,2,negatif
Fathurrahman Harahap,"Oi min, kenapa ini offline mulu apk nya. Padahal paket lancar aja. Udh kucoba saran dari admin semua, tapi tetap gabisa. Aduh perbaiki la",2,negatif
Rita Ismartini,Maaf blm bs beri komentar.. Krn sdh lama blm menggunakan jasa kereta api.,4,netral
Ahsan,History e tikek saya jdi gk muncul,2,negatif
Putri,Highly recommended transportation and helpful app,5,positif
julian lovus,"Bagus, dg ad aplikasi ini mempermuda untuk memesan. Tp hanya kalangan yg miliki hp android, org* tua gak bisa gunakan. Saya kesulitan dalam proses pembayaran,,, tolong dong dipermudah lagi..",4,positif
M KHAN,Ya Allah aplikasinya susah bwungat Tolong untuk di perbaiki aplikasinya lg. Susah klw pesan tiket.😏,1,negatif
salsa yasmin,Selama ini saya menggunakan aplikasi ini memang seringkali terjadi gangguan namun masih dapat saya atasi. Tapi hari saya sudah berkali kali mencoba melihat jadwal kereta dengan tujuan dan tanggal apapun dan tetap tidak muncul. Tolong segera diatasi bug tsb terimakasih.,2,negatif
Budi Rubiyanto Rubiyanto,Infomasi nya kurang,2,negatif
MOMO motovlog,"Kok gak ada jadwal kreta ya dari bandung ke yogyakarta ,padahl udah h- 28",2,negatif
yudha kaze,"Aneh, suruh update ke versi baru setelah update jadwal kereta jadi hilang semua,",1,negatif
Ahmad Aufar,See,5,positif
Puguh,Sering banget update ya....blm ada seminggu pdhl..,3,negatif
Hafizh Ilyasa,Jadwal kereta tidak muncul kadang aplikasi eror,1,negatif
Ludvida Ay,"Mohon memberikan acces jaringan yg lebih mudah, applikasi sering eror terkadang nama stasiun yg dituju seringkali tidak muncul dlm daftar pencarian. Jadwal seringkali tertulis tidak ada pemberangkatan kereta.",2,negatif
JANKO EKA,Hari ini gk bisa buat cek jadwal ya? Apakah lgi maintance??,4,negatif
Martabak Jengkol,Knp ga bis order ya??? Lewat tokped jg ga bisa,3,negatif
Annisa Rakhmawati,"Aplikasi tidak membantu! Saya pesan tiket dari jam 5 pagi untuk keberangkatan jam 2 siang dibayar pakai link aja. Jam 1 saya cek my trips tiketnya tidak ada, pas saya cek kode pembayarannya tulisannya tidak ditemukan. Bagaimana ini solusinya? Uang saya hangus begitu saja.",1,negatif
putri amalia,tolong mohon di perbaiki untuk aplikasinya dong..jadi begini sih gak bisa buat cari tiket jauh2 hari..padahal udh ngepasin 1bln sebelum kok,2,negatif
Ika Susanti Putri,Dear KAI Untuk mengecek jadwal dan memesan tiket lewat aplikasi ini kenapa tidak bisa? Apa lagi ada perbaikan atau gimana? Padahal kemarin lusa saat saya melihat jadwal kereta bisa tapi kenapa sekarang tidak bisa Terimakasih,4,positif
nisa salsabilla,"Apk in bantu bgt sih dlm pembelian tiket, tapi kenapa harus di update tross, baru kemaren saya update sekarang harus di update lagi.",2,negatif
Ilham Muhammad safii,"Saya kasi 2 bintang dulu, Sebab kenapa saya tidak bisa melihat jadwal keberangkatan dari stasiun medan ke stasiun tanjungbalai, Mohon kasih alasan atau petunjuk kenapa tidak bisa min, Mohon bantuannya min",2,negatif
Fahmi Amirrudin,"Sejak awal apl ini sangat membantu saya untuk memesan tiket, tapi lama kelamaan kok jadi semakin aburadul ya ? 1. Jaringan nya lelet 2. Kadang tiba tiba jaringan offline 3. Akun tiba tiba sering log out pdhl gak nge log out 4. Pembayaran ka lokal di kai acces masih pake link aja Sekedar masukan, tolong perbaiki jaringannya serta kalo bisa sediain limit online di apl kai acces yg bsa buat bayar ka lokal atau kajj jadi gk repot repot ke atm/gerai retail modern TQ",2,negatif
Dwi Triono,"Kenapa ya KAI aplikasi sering bgt error?? Tiba2 list tiket kosong, cari kode booking gak ketemu, pad logout mau login lagi stuck! Ini ada maintenance nya gak si apps?? Mohon di fix biar user juga merasakan experience yang ok pas pake ini apps",2,negatif
Email Haryono,Progresif,5,positif
burhanuddin anwar,"Mohon bantuannya kenapa aplikas kai access saya selalu muncul keterangan ""anda sedang offline"" , saya sudah melakukan instruksi dari kai acces yang saya lihat di ulasan lainnya terkait masalah yang sama , namun tetap saja tidak ada perubahan. Mohon solusinya",2,negatif
Gesang Yani,"Bagus, sy suka, gampang",5,positif
Christian Budinata Ong,Sangat memudahkan,5,positif
adieb karomi,oke,4,positif
Agus Setyawan,tidak bisa dipakai pada saat ini.. untuk mencari kereta selalu tidak tersedia,1,negatif
Senja Paraswati,"Dear kai .mudah memang menggunakan aplikasi online kami para anak muda atau seseorang yang memiliki handphone android bisa memesan .namun sangat disayangkan bagi kalangan bawah /mungkin yang tidk memiliki hp android /bisa saja orang tua yg tidak bisa menggunakan aplikasi ,pemesanan tiket di stasiun"" telah ditiadakn (H-3jam) seseorang yg pesan tiket melalui stasiun selalu tidak dpt tempat duduk . Mohon dipertimbangkan kembali . Supaya lebih nyamannya customer yg lain.terimakasih",2,negatif
Dessy Hera,"pemberitahuan selalu untuk d update trus, tp setelah di update untuk memesannya sering sekali troble. padahal sebelumnya jarang seperti itu. mohon untuk perbaikannya segera di atasi, karena untuk pengguna kereta yang sering sangat mengganggu untuk pemesanan tiket",4,negatif
Ichaaa _,"Sejauh ini sudah cukup bagus. Namun, akun saya selalu gagal diaktivasi. Bagaimana ini kak? Mohon bantuannya. Saya sudah ganti baik email atau no telepon juga tetap saja. Jadi saya kasih rate 4 dulu ya kak",4,negatif
Erick Setya,"Saya kecewa dengan apk kai access yang sekarang. Dulu mudah tak ada problem dan sekarang banyak problem nya mulai dari you are offline, email yang tidak terdeteksi, dan pada proses pembayarannya lama banget nggk bisa terkoneksi dengan link aja. Saya mohon perbaikan nya...",2,negatif
Erick Setya,"Saya kecewa dengan apk kai access yang sekarang. Dulu mudah tak ada problem dan sekarang banyak problem nya mulai dari you are offline, email yang tidak terdeteksi, dan pada proses pembayarannya lama banget nggk bisa terkoneksi dengan link aja. Saya mohon perbaikan nya...",2,negatif
hana pratiwi,Abis d update slalu eror,2,negatif
Hafidz AlRasyidz,"Sangat memudahkan dalam memesan tiket kereta api tanpa harus antri di stasiun, hanya saja aplikasi ini sering gangguan dan server sibuk. Untuk kedepannya di perbaiki lagi sistemnya dan juga User Friendly bagi para pengguna awam aplikasi ini. Good joob PT. KAI. 💓",4,positif
Karisma Muhammad Yusup,aa a a,1,netral
"AGUS WIJAYA, ST",Bagis tambah Lengkap ada Potongan Reduksi Tiket. Cuma habis diupdate malah gak bisa pesan ticket. Harus Instal ulang dulu. Koneksi pembayaran Linkaja langsung terdebet tanpa input2 kode lagi,4,negatif
Daffa nF,Kok udh registrasi email benar pasword benar tapi pas mau masuk tidak bisa ya? Apa karena saya pakai kartu pelajar jadi gak bisa? Klo itu kan saya tinggal beli e-ticket dari kai access,5,negatif
Siswanto Siswanto,Layanan bagus n ketepatan waktu yg baik,5,positif
Irma Lusiana,"Saya sering pakai ini, tapi kenapa ini gak bisa proses liat jadwal kereta?",1,negatif
Dek_ Mut,"Tidak ada layanan pembatalan/ ganti jadwal tiket,, mohon d perbaiki lagi",3,negatif
iwan syam,Gak bisa login & daftar,2,negatif
abdul hamid,Sangat bermanfaat...,4,positif
Edward Napitupulu,Parah...sering minta password...tpi nda bisa reset selain itu pembayaran CC masih blm bisa,3,negatif
IwanYulianto,Memudahkan pemesanan tiket,5,positif
PGRI KABUPATEN KEDIRI,Aplikasi sangat bagus dan memudahkan banyak user. Sayangnya untuk sebagian user yang lain aplikasi ini masih blm familiar dan dianggap ribet apalagi yang tidak punya HP android. Masukannya mohon disediakan beberapa pilihan pembayaran via link aja..OVO..DANA..atau e banking dan sms banking agar tidak terkesan adanya monopoli oleh salah satu pihak ketiga. Terima kasih.,3,negatif
Dimas Kusuma,Loading sering lama,1,negatif
Hari yanto,"Mohon dunk kai aces,jika kita tidak log out,masak suruh masukin email ama pasword mulu bila ingin pesen tiket,dan ahirnya pilih reset pasword,setelah pasword di ganti malah tidak bisa masuk dan katanya pasword salah mulu,bukanya mempermudah tpi mempersulit,",2,negatif
Hari yanto,"Mohon dunk kai aces,jika kita tidak log out,masak suruh masukin email ama pasword mulu bila ingin pesen tiket,dan ahirnya pilih reset pasword,setelah pasword di ganti malah tidak bisa masuk dan katanya pasword salah mulu,bukanya mempermudah tpi mempersulit,",2,negatif
Ulfatul Hani'ah,"akhir2 ini susah diakses. dipakai log in tulisannya offline. sudah diperbaharui, hingga di uninstall, install lg hasilnya sama aja. gimana ini?",1,negatif
BOLDIN CREW,Mantab,5,positif
Siti Nurhaliza,"Saya mau reschedule di cnp 10menit sebelum keberangkatan,tapi kenapa tidak bisa.",2,negatif
Satrio Raharjo,"Okey sih.., tapi terkadang harga yg tertera ga sesuai harga yg harus dibayarkan..",4,negatif
Angga Dwi Jaya,Terpaksa download,1,netral
Dwi Ranu,Fiturnya relatif lengkap meski belum mencoba kesemuanya.,4,positif
ajibayu store,"Pas mau proses pembayaran loading minta ampun,lama banget kebuka Pas bisa buka juga gak bisa(gangguan) Masak aplikasi untuk sekelas BUMN kayak gini Parah super parah",2,negatif
Diana Budi Palupi,"Mohon maaf, kenapa ya pas sudah selesai di perbaharui sekarang waktu mau melakukan pembayaran jadi sering error, mungkin bisa diperbaiki. Aplikasinya sekarang jadi sering error.",2,negatif
Sylvi Rosjifa,Ok,4,positif
Aswari Andhika,Masih belum bisa booking H-90 hari,4,netral
Arienta Kusuma,"Bagus sudah bisa beli tiket KA lokal skaligus 4tiket, bisa pilih tempat duduk, dll. Pertahankan yg sudah bagus. Bravo KAI ACCESS!!!",4,positif
Fran Surya A,Akeh,5,positif
eko susanto,"Aplikasi bagus, saya suka, tetapi akhir akhir ini kok sering ada tulisan ""anda sedang offline"" itu sangat mengganggu sekali. Pernah pas berangkat mau nunjukin e boardingnya malah ada tulisan ""anda sedang offline"". Apakah ada batasan androidnya? Tolong diperbaiki lagi terimakasih.",4,negatif
eko susanto,"Aplikasi bagus, saya suka, tetapi akhir akhir ini kok sering ada tulisan ""anda sedang offline"" itu sangat mengganggu sekali. Pernah pas berangkat mau nunjukin e boardingnya malah ada tulisan ""anda sedang offline"". Apakah ada batasan androidnya? Tolong diperbaiki lagi terimakasih.",4,negatif
AJDA Channel,Mantap untuk reduksi,5,positif
Eka Wahyu,"Waktunya booking malah error gak dapat tempat duduk, coba lagi ada tempat duduk gak bisa booking. Kalo belum stabil jangan maksain buat aplikasi, apalagi suruh beli lewat aplikasi semua sekarang. Server payah",1,negatif
Nursipah Darwan,Perbaiki server,2,negatif
Muhammad Nurkholis,"Barusan update App Kai access. Jadwal kereta untuk jarak jauh tidak dapat ditampilkan. mohon segera diperbaiki. sbg konsumen, saya terbantu dgn reservasi online kai access. Terima kasih",4,negatif
Bambang Sulistijono,"Saya sebagai pelanggan setia KA memberikan apresiasi atas upaya peningkatan layanan primanya melalui inovasi tiket harga reduksi via #KAIAccess, mohon diberikan tatacara pemesanannya, terima kasih",4,positif
Bambang Sulistijono,"Saya sebagai pelanggan setia KA memberikan apresiasi atas upaya peningkatan layanan primanya melalui inovasi tiket harga reduksi via #KAIAccess, mohon diberikan tatacara pemesanannya, terima kasih",4,positif
Umu Nafida,Min aku belom bisa masul kata sandi salah terus.. Jengkel aku.. Udah ganti tetep aja ga bisa hiks,3,negatif
chulaivi ivi,Knapa pembayaran tiket kreta api lokal sulit and ribet...knapa ndak ada pilihan lain yg lebih muda...pesan tiketnya mudah tingal bayarnya ribet mana sulit sekali masuknya.... Hmmm..,4,negatif
Anisa Akromiah,Good,5,positif
ArselSofia HSH,Kok Tiket sering ngga ada.. padahal pas Buka lewat Toko Online.. banyak sekali..,3,negatif
Purwo Adi,Gak usah repot antri di loket,4,positif
Tutur Turmiyati,Good,4,positif
Akhmad Nur Ismail,"Dear KAI mohon di perbaiki saat perbaruan kenapa log out dengan sendirinya??? saat ingin log in malah gak bisa padahal penulisan email sudah benar password sudah benar baik kecil ataupun besar dalam penulisan, mohon di perbaiki percuma perbaharuan tapi kendala tetap sama saya menggunakan ini sudah 2 tahun tpi kendala tetap sama sehingga saya musti harus gonta ganti password padahal password saya mudah di ingat dan simple tpi malah tidak bisa login setelah perbaharuan",2,negatif
saut simarmata,Sangat membantu,5,positif
Nova Dina Lutfiani,Sering di perbarui padahal kemarin udah di perbarui tolong di maksimalkan lagi,3,negatif
edi supardiono,Mantap....ga perlu cetak tiket biar ga jdi sampah,5,positif
XDedi Barax,Good,5,positif
Pepep Ghow,"Tidak dapat mengedit atau merubah data akun personal, apabila ada data yang memang akan dirubah atau diperbaharui oleh pemilik akun tersebut. Mohon adanya koreksi dan upgrade sistem aplikasi onlinenya, terimakasih.",2,negatif
Octavian Candra,Help full,5,positif
Ridwan Dwi Saputro,Bbrp kali tiket gk bisa ditampilkan,5,negatif
Akhmad Saekhu,Lelet pas mau konfirmasi pembayaran,3,negatif
roben saosa,Ada kemunduran ni aplikasi.... tiket yang di beli dari aplikasi lain (ex: mrxxxdin) tidak bisa ditambahkan ke daftar perjalanan di aplikasi ini... Padahal dulu bisa..,2,negatif
Yudi Santoso,Link aja blm siap,1,negatif
Uni Lestari,Muncul pemberitahuan pembaruan padahal udah diperbaharui belum lama🙄,4,negatif
azis aguspradhika,"Pembaharuan kok tiba tiba dan maksa, pas mau bording mepet ga ada sinyal ga ada kuota buat update ketinggalan deh kereta.",2,negatif
